widx,source_catalog,FIRST_ID,RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,L_1.4GHz_log,M_{BH},alpha,NVSS_ID,Plate,Julian,Fibre,Host_name,f_name,f_Seq,Other,PosRef,Offset,f_z,Flux_FIRST_1400MHz,Flux_NVSS_1400MHz,Flux_3000MHz,Flux_150MHz,RCl,Size_rad,LAS,OA,Rc,g-r,Mr,Mstar,R_50,D_4000,C,mu_50,eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500,xmatch_zgated
1126,Lao+Sasmal,J031800.7-081022,49.50222,-8.1715,0.48697,False,True,False,True,False,False,False,False,False,25.12,8.57,2.26,,,,,SDSS J031800.53-081017.4,f,,,EE,,s,8.4,,1.5,,,143.0,23.0,125.3,13.3,1.93,-23.18,,,,,,,,,,,,,CAMIRA J031800.5-081017,0.487,s,1908.0,0.0,0.0,0.699,35.82,1.61,13.0,
1127,Lao,J031834.0+002828,49.64067,0.47464,0.59925,False,False,False,True,False,False,False,False,False,25.62,,0.71,,,,,DESI J031833.76+002828.7,,,,,,p,30.16,,17.55,,,255.0,37.0,148.4,38.4,0.89,,,,,,,,,,,,,,Y21 J031834.1+002830,0.9146,p,3184.0,5.0,40.0,0.648,33.03,1.49,8.0,
1128,Lao,J031959.4-001310,49.99686,-0.21882,0.83339,False,False,False,True,False,False,False,False,False,25.8,,0.87,,,,,DESI J031959.25-001307.8,,,,,,p,19.26,,9.94,,,290.0,37.0,167.7,38.8,2.0,,,,,,,,,,,,,,WH J031959.5-001252,0.9457,p,3264.0,17.0,138.0,0.544,23.42,1.07,7.0,
1129,Sasmal,J032029.2+005944,50.12179167,0.9958055556,,False,True,False,True,False,False,False,False,False,,,-0.74,,,,,,,a,,EE,,,75.0,,,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Lao,J032049.9-004952,50.20756,-0.83201,0.94059,False,False,True,True,False,False,False,False,False,26.48,,0.94,,,,,DESI J032049.81-004955.2,,,,,,p,65.46,,31.95,,,324.0,40.0,150.1,30.5,0.94,,,,,,,,,,,,,,WH J032050.5-004956,0.5842,p,2228.0,10.0,68.0,0.414,12.33,0.57,7.0,
1133,Lao,J032407.6+044202,51.03054,4.70038,,False,False,False,True,False,False,False,False,False,,,1.06,,,,,DESI J032407.33+044201.4,,,,,,,366.64,,163.15,,,,29.0,169.2,57.0,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Lao,J032436.9-064916,51.15636,-6.82352,0.15931,False,True,False,False,True,False,False,False,False,24.62,8.51,1.43,,,,,WISEA J032437.52-064924.6,,,,,,s,52.67,,17.65,,,113.0,40.0,82.7,17.2,1.19,-22.36,,,,,,,,,,,,,maxBCG J032432.7-064754,0.2016,p,853.0,115.0,396.0,0.784,36.69,1.65,20.0,
1135,Lao,J032524.4-003309,51.35183,-0.55325,0.54508,False,False,True,True,False,False,False,False,False,26.24,,0.75,,,,,DESI J032524.44-003311.7,,,,,,p,153.97,,87.0,,,388.0,59.0,166.3,110.9,0.09,,,,,,,,,,,,,,AMF J032516.7-003157,0.5025,s,1960.0,138.0,873.0,0.491,11.0,0.51,7.0,
1136,Lao,J032823.6-011316,52.09717,-1.22216,0.50966,False,True,False,True,False,False,False,False,False,25.94,8.46,0.83,,,,,WISEA J032823.32-011319.7,,,,,,s,87.39,,46.44,,,242.0,38.0,118.6,23.0,2.03,-23.53,,,,,,,,,,,,,WHL J032823.3-011320,0.5043,s,1966.0,1.0,6.0,0.778,48.38,2.16,26.0,
1137,Lao+Sasmal,J033131.4-073001,52.88116667,-7.5005,,False,False,True,True,False,False,False,False,False,,,1.19,,,,,,f,,1,EE,,,56.0,,23.01,,,,34.0,141.1,42.9,,,,,,,,,,,,,,,WHL J033130.4-073235,0.1934,,,154.35,,0.68,15.79,0.731,8.0,N
1138,Lao,J033203.0-065619,53.01028,-6.9401,0.57002,False,False,False,True,False,False,False,False,False,25.49,,0.94,,,,,DESI J033202.47-065624.4,,,,,,p,22.44,,11.0,,,208.0,31.0,114.0,13.7,1.79,,,,,,,,,,,,,,WHL J033202.5-065624,0.5741,p,2195.0,0.0,0.0,0.926,88.77,3.89,64.0,
1139,Lao+Sasmal,J033236.2+002454,53.14997,0.41638,0.41914,False,False,False,True,False,False,False,False,False,24.92,,0.52,,,,,DESI J033235.99+002459.0,f,,1,EE,,p,14.53,,9.8,58.0,,148.0,26.0,118.3,11.0,1.93,,,,,,,,,,,,,,WHL J033238.0+002543,0.4318,s,1717.0,53.0,308.0,1.014,94.5,4.13,67.0,N
1140,Lao,J033256.1+053921,53.23375,5.65605,,False,False,True,True,False,False,False,False,False,,,0.42,,,,,,,,,,,,8.43,,6.11,,,,25.0,167.7,26.5,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Lao+Sasmal,J033400.4+010219,53.50269,1.03784,0.37642,False,False,True,True,False,False,False,False,False,24.69,8.59,2.24,,,,,WISEA J033400.64+010216.2,f,,,SDSS,,s,6.35,,1.15,,,117.0,22.0,128.1,14.1,1.92,-22.66,,,,,,,,,,,,,WHL J033400.6+010216,0.3764,s,1520.0,0.0,0.0,0.574,21.87,1.0,9.0,Y
1142,Lao,J033413.8-011112,53.56491,-1.18231,0.12963,False,True,False,False,True,False,False,False,False,26.12,8.35,1.37,,,,,DESI J033415.58-011056.3,,,,,,p,2657.81,,934.15,,,268.0,112.0,87.9,34.6,1.16,-23.27,,,,,,,,,,,,,GMBCG J033415.6-011056,0.1398,s,601.0,0.0,0.0,0.997,65.57,2.9,35.0,
1144,Lao+Sasmal,J033434.4-010957,53.64208,-1.16434,0.13895,False,False,True,False,True,False,False,False,False,24.66,8.43,0.44,,,,,WISEA J033434.09-010951.6,f,,"13, 16",2MASX,,s,89.4,,64.03,,,88.0,35.0,88.2,11.9,1.25,-23.48,,,,,,,,,,,,,WHL J033429.7-010728,0.4117,s,1646.0,158.0,893.0,0.788,42.64,1.91,22.0,Y
1145,Lao,J033447.4+041449,53.69548,4.24265,0.44848,False,False,False,False,True,False,False,False,False,25.86,,0.94,,,,,DESI J033446.91+041433.5,,,,,,p,94.48,,46.03,,,314.0,53.0,61.6,16.2,,,,,,,,,,,,,,,WHL J033447.0+041435,0.3742,p,1512.0,2.0,11.0,0.698,32.84,1.48,6.0,
1146,Lao+Sasmal,J033506.1+042013,53.7741,4.33799,,False,False,False,True,False,False,False,False,False,,,0.52,,,,,DESI J033505.78+042016.8,f,,,EE,,,32.65,,21.95,128.0,,,34.0,114.7,15.4,inf,,,,,,,,,,,,,,WHL J033505.8+042017,0.3618,p,1466.0,0.0,0.0,0.68,22.09,1.21,10.0,N
1147,Lao+Sasmal,J033548.1-071913,53.95066,-7.32039,,False,False,True,True,False,False,False,False,False,,,1.06,,,,,,f,,,EE,,,86.87,,38.79,,,,50.0,143.9,34.3,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Lao+Sasmal,J034031.5-011141,55.13144,-1.19459,1.08679,False,False,True,True,False,False,False,False,False,25.22,,0.21,,,,,DESI J034031.55-011140.5,f,,1,EE,,p,4.36,,3.71,,,167.0,20.0,156.3,14.4,3.01,,,,,,,,,,,,,,WH J034030.2-011342,0.7563,p,2750.0,123.0,933.0,0.525,18.68,0.86,6.0,
1151,Lao,J034304.0-010436,55.76698,-1.07683,,False,False,True,True,False,False,False,False,False,,,0.83,,,,,,,,,,,,51.59,,27.41,,,,46.0,153.3,41.5,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Lao,J034655.3-053851,56.73051,-5.64766,,False,False,True,True,False,False,False,False,False,,,1.2,,,,,,,,,,,,80.1,,32.08,,,,39.0,143.8,24.9,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Lao,J034837.4+002858,57.15599,0.483,,False,True,False,True,False,False,False,False,False,,,0.86,,,,,,,,,,,,102.75,,53.28,,,,38.0,101.8,11.9,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Lao,J034903.6+005430,57.26104,0.9085,0.14789,False,False,True,True,False,False,False,False,False,24.68,,0.84,,,,,DESI J034902.65+005430.6,,,,,,p,77.81,,41.03,,,200.0,75.0,132.8,63.2,1.08,,,,,,,,,,,,,,,,,,,,,,,,
1157,Lao,J035210.3-062843,58.04189,-6.47988,0.93853,False,False,True,True,False,False,False,False,False,25.87,,0.36,,,,,DESI J035210.05-062847.6,,,,,,p,23.92,,18.14,,,300.0,37.0,169.1,26.7,0.91,,,,,,,,,,,,,,GMBCG J035212.5-063124,0.3765,p,1520.0,160.0,857.0,0.72,31.16,1.41,25.0,
1158,Lao,J035247.8-004939,58.19841,-0.82863,0.1752,False,False,True,True,False,False,False,False,False,24.84,8.55,1.0,,,,,2MASX J03524766-0049425,,,,,,s,74.65,,34.95,,,144.0,47.0,119.2,22.3,1.33,-22.77,,,,,,,,,,,,,WHL J035250.5-004823,0.1752,s,746.0,91.0,280.0,0.688,24.64,1.12,9.0,
1159,Lao,J035417.7-001005,58.57167,-0.1671,0.23201,False,False,True,True,False,False,False,False,False,25.19,,0.75,,,,,DESI J035417.20-001001.5,,,,,,p,94.33,,53.26,,,168.0,44.0,142.3,20.1,1.73,,,,,,,,,,,,,,WHL J035417.2-001002,0.2144,s,904.0,0.0,0.0,0.915,57.37,2.55,33.0,
1160,Lao,J035650.5+001348,59.22617,0.22538,0.04185,False,True,False,True,False,False,False,False,False,24.41,,1.68,,,,,WISEA J035654.29+001331.4,f,,,,,s,561.78,,156.64,,,124.0,145.0,120.7,39.9,inf,,,,,,,,,,,,,,WHL J035704.9+001454,0.1371,p,590.0,180.0,453.0,0.65,20.8,1.13,9.0,
1161,Sasmal,J035650.8+001323,59.21195833,0.2231111111,,False,False,True,False,True,False,False,False,False,,,,,,,,,,,,EE,,,254.0,,,,,,,,,,,,,,,,,,,,,,,WHL J035704.9+001454,0.1371,,,229.27,,0.65,20.8,0.955,9.0,N
1162,Lao,J035702.0+004004,59.25871,0.66898,,False,False,True,True,False,False,False,False,False,,,0.43,,,,,DESI J035702.09+004008.3,,,,,,,19.78,,14.2,,,,29.0,143.9,20.4,,,,,,,,,,,,,,,WHL J035653.2+003913,0.3821,p,1540.0,145.0,783.0,0.77,39.69,2.27,17.0,
1163,Lao,J065604.0+574253,104.01486,57.71463,0.82353,False,False,False,True,False,False,False,False,False,25.45,,0.33,,,,,DESI J065603.57+574252.7,,,,,,p,12.33,,9.56,,,125.0,16.0,126.9,8.5,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Lao,J065641.6+311524,104.17346,31.2567,,False,False,True,True,False,False,False,False,False,,,0.96,,,,,,,,,,,,43.81,,21.0,,,,25.0,144.3,65.6,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Lao,J065950.3+480143,104.95656,48.02803,0.04998,False,False,True,True,False,False,False,False,False,23.6,,0.67,,,,,DESI J065949.57+480140.9,,,,,,p,63.65,,38.28,,,33.0,33.0,110.4,22.7,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Lao,J065958.7+483222,104.99327,48.5399,0.9559,False,True,False,True,False,False,False,False,False,25.62,,0.52,,,,,DESI J065958.39+483223.6,,,,,,p,11.7,,7.88,,,154.0,19.0,119.1,18.1,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Lao,J070022.9+464115,105.09508,46.68674,0.44521,False,False,True,True,False,False,False,False,False,25.33,,0.95,,,,,DESI J070022.82+464112.3,,,,,,p,27.75,,13.49,,,224.0,38.0,152.1,75.1,,,,,,,,,,,,,,,CFSFDP J070022.8+464112,0.442,p,1753.0,0.0,0.0,0.735,36.38,1.64,28.0,
1168,Lao,J070030.2+494652,105.12452,49.77987,1.16392,False,True,False,True,False,False,False,False,False,26.14,,0.65,,,,,DESI J070029.88+494647.5,j,,,,,p,22.54,,13.75,,,203.0,24.0,113.6,12.2,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Lao,J070054.1+583011,105.22614,58.50274,0.15803,False,False,True,True,False,False,False,False,False,24.66,,0.83,,,,,DESI J070054.27+583009.9,,,,,,p,63.86,,34.05,,,90.0,32.0,163.0,17.9,,,,,,,,,,,,,,,WH J070109.4+583014,0.7963,p,2863.0,119.0,920.0,0.512,18.57,0.85,6.0,
1170,Lao,J070237.2+481755,105.65579,48.29882,0.41788,False,False,False,True,False,False,False,False,False,25.23,,1.04,,,,,DESI J070237.39+481755.7,,,,,,p,24.82,,11.26,,,136.0,24.0,154.2,17.4,,,,,,,,,,,,,,,CFSFDP J070236.1+481751,0.4333,p,1722.0,13.0,76.0,0.757,43.05,1.93,35.0,
1171,Lao,J070238.1+603012,105.65712,60.50352,0.3914,False,True,False,True,False,False,False,False,False,24.61,,0.17,,,,,DESI J070237.71+603012.7,,,,,,p,9.29,,8.15,,,109.0,20.0,131.0,11.6,,,,,,,,,,,,,,,CFSFDP J070237.7+603013,0.4077,p,1632.0,0.0,0.0,0.732,36.01,1.62,15.0,
1172,Sasmal,J070311.1+601423,105.7965833,60.23975,,False,True,False,True,False,False,False,False,False,,,-0.47,,,,,,,,1,2MASX,,,54.0,,,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Lao,J070324.5+482843,105.85059,48.4782,0.17909,False,False,True,True,False,False,False,False,False,24.38,,0.34,,,,,DESI J070324.14+482841.5,,,,,,p,27.99,,21.65,,,78.0,25.0,99.1,11.8,,,,,,,,,,,,,,,WHY18 J070324.1+482842,0.1894,p,804.0,0.0,0.0,0.692,23.47,1.07,18.0,
1174,Lao+Sasmal,J070335.6+514712,105.90074,51.78857,0.50301,False,True,False,True,False,False,False,False,False,25.79,,0.82,,,,,DESI J070336.18+514718.9,f,,1,EE,,p,64.25,,34.39,296.0,,246.0,39.0,99.7,17.3,,,,,,,,,,,,,,,CFSFDP J070347.9+514624,0.3892,p,1566.0,122.0,667.0,0.484,12.07,0.56,7.0,
1175,Lao,J070404.6+534352,106.01669,53.7305,1.00361,False,True,False,True,False,False,False,False,False,25.4,,0.35,,,,,DESI J070404.01+534349.8,,,,,,p,7.11,,5.46,,,214.0,26.0,120.9,17.6,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Sasmal,J070422.2+622813,106.0925,62.47033333,,False,True,False,True,False,False,False,False,False,,,-0.69,,,,,,,,1,EE,,,44.0,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Lao,J070507.7+421451,106.28212,42.24953,0.0565,False,False,True,True,False,False,False,False,False,23.62,,1.45,,,,,WISEA J070507.70+421458.3,,,,,,s,49.93,,16.55,,,32.0,29.0,144.3,16.1,,,,,,,,,,,,,,,WHY18 J070458.9+421414,0.3228,p,1322.0,108.0,523.0,0.725,35.53,1.6,15.0,
1178,Lao,J070509.6+583133,106.29103,58.52765,0.18023,False,False,False,False,True,False,False,False,False,24.26,,0.49,,,,,DESI J070509.85+583139.5,,,,,,p,20.35,,14.0,,,78.0,25.0,88.4,7.4,,,,,,,,,,,,,,,CFSFDP J070509.8+583140,0.1817,p,773.0,0.0,0.0,0.562,12.39,0.58,8.0,
1179,Lao,J070642.1+484102,106.67604,48.68539,0.00998,False,False,False,True,False,False,False,False,False,21.78,,0.52,,,,,DESI J070642.25+484107.4,,,,,,p,25.17,,16.99,,,7.0,33.0,154.5,,,,,,,,,,,,,,,,WH J070647.6+484015,0.8177,p,2923.0,74.0,577.0,0.603,28.24,1.28,6.0,
1180,Lao,J070651.1+451132,106.71328,45.19247,,False,False,True,True,False,False,False,False,False,,,0.78,,,,,,,,,,,,26.21,,14.49,,,,34.0,148.8,28.5,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Lao,J070711.6+432711,106.79865,43.45311,,False,False,False,True,False,False,False,False,False,,,1.07,,,,,,,,,,,,23.02,,10.2,,,,28.0,105.2,18.9,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Lao,J070725.6+592718,106.84597,59.45707,0.07893,False,False,False,True,False,False,False,False,False,25.14,,3.18,,,,,DESI J070723.03+592725.5,,,,,,p,706.31,,62.73,,,95.0,62.0,115.6,26.3,,,,,,,,,,,,,,,WHY18 J070723.0+592725,0.0936,p,407.0,0.0,0.0,0.92,50.56,2.25,39.0,
1183,Lao,J070728.8+475828,106.87053,47.9754,0.34122,False,True,False,True,False,False,False,False,False,25.21,,1.26,,,,,DESI J070728.93+475831.4,,,,,,p,35.78,,13.68,,,291.0,58.0,142.1,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Lao,J070754.0+513727,106.97316,51.62272,0.38455,False,False,False,True,False,False,False,False,False,25.3,,0.69,,,,,DESI J070753.56+513721.8,,,,,,p,40.52,,23.96,,,282.0,52.0,149.0,60.2,,,,,,,,,,,,,,,WH J070753.6+513722,0.3819,p,1540.0,0.0,0.0,0.536,19.75,0.91,6.0,
1185,Lao,J070800.0+444909,106.9968,44.81698,0.33319,False,False,True,True,False,False,False,False,False,25.14,,0.26,,,,,DESI J070759.23+444901.1,j,,,,,p,43.33,,35.63,,,475.0,96.0,142.1,83.4,,,,,,,,,,,,,,,WH J070805.8+444856,0.8721,p,3071.0,71.0,565.0,0.551,27.65,1.25,11.0,
1186,Lao,J070805.6+411345,107.02827,41.23507,,False,False,False,True,False,False,False,False,False,,,1.98,,,,,DESI J070806.79+411406.3,,,,,,,120.97,,26.66,,,,51.0,93.4,16.9,,,,,,,,,,,,,,,CFSFDP J070756.4+411256,0.8189,p,2926.0,137.0,1068.0,0.473,19.97,0.91,6.0,
1187,Lao,J070826.3+540857,107.11613,54.15209,0.07458,False,False,True,True,False,False,False,False,False,24.45,,1.32,,,,,DESI J070827.87+540907.5,,,,,,p,187.02,,68.21,,,145.0,99.0,137.8,23.9,,,,,,,,,,,,,,,WH J070817.4+540804,0.2466,p,1031.0,111.0,445.0,0.647,26.5,1.2,9.0,
1188,Lao+Sasmal,J070906.3+433135,107.27662,43.5265,,False,False,True,True,False,False,False,False,False,,,0.5,,,,,,f,,1,EE,,,12.03,,8.24,66.0,,,27.0,134.3,37.8,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Lao,J070909.1+643413,107.29157,64.5685,0.60635,False,True,False,True,False,False,False,False,False,25.53,,1.17,,,,,DESI J070909.98+643406.6,,,,,,p,19.0,,7.78,,,173.0,25.0,93.5,34.8,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Lao,J070931.1+461604,107.37991,46.26793,,False,False,True,True,False,False,False,False,False,,,0.35,,,,,,,,,,,,14.29,,10.95,,,,33.0,144.2,20.3,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Lao,J070952.3+552512,107.46791,55.41916,0.92688,False,False,True,True,False,False,False,False,False,26.25,,0.76,,,,,DESI J070952.30+552509.0,,,,,,p,45.34,,25.38,,,275.0,34.0,153.2,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Lao,J071006.2+500327,107.52263,50.0522,0.15359,False,True,False,False,True,False,False,False,False,24.94,,1.57,,,,,DESI J071005.43+500307.9,,,,,,p,117.39,,35.47,,,135.0,49.0,85.9,221.6,,,,,,,,,,,,,,,WH J071014.6+500124,0.2736,p,1136.0,136.0,588.0,0.47,11.05,0.52,6.0,
1193,Lao,J071012.4+403146,107.54996,40.52757,0.43926,False,False,True,True,False,False,False,False,False,25.28,,0.64,,,,,DESI J071011.99+403139.3,,,,,,p,28.67,,17.54,,,328.0,56.0,163.4,91.1,1.99,,,,,,,,,,,,,,CLuMPR J071012.0+403139,0.4336,p,1724.0,0.0,0.0,0.684,31.05,1.4,11.0,
1194,Lao,J071043.3+602011,107.68047,60.33662,,False,False,True,True,False,False,False,False,False,,,1.19,,,,,,,,,,,,19.82,,7.99,,,,25.0,142.4,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Lao,J071107.7+371527,107.77958,37.25741,0.2038,False,True,False,True,False,False,False,False,False,25.63,,0.78,,,,,DESI J071107.10+371526.7,,,,,,p,343.98,,189.35,,,114.0,33.0,148.6,27.3,,,,,,,,,,,,,,,WH J071056.3+371620,0.2153,p,908.0,140.0,507.0,0.537,14.85,0.69,8.0,
1196,Lao,J071110.6+541332,107.79267,54.22468,0.06116,False,False,True,True,False,False,False,False,False,23.59,,0.92,,,,,DESI J071110.24+541328.8,,,,,,p,40.55,,20.17,,,58.0,48.0,148.1,33.6,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Lao,J071132.3+641405,107.87955,64.2351,0.20586,False,False,False,True,False,False,False,False,False,24.89,,1.45,,,,,DESI J071131.09+641406.4,,,,,,p,54.44,,18.04,,,178.0,51.0,168.2,123.5,,,,,,,,,,,,,,,CFSFDP J071122.8+641434,0.2055,p,868.0,60.0,210.0,0.49,11.06,0.52,6.0,
1198,Lao,J071152.3+375637,107.96802,37.94383,,False,False,False,True,False,False,False,False,False,,,0.81,,,,,,,,,,,,47.29,,25.55,,,,37.0,147.1,45.8,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Lao,J071208.5+384831,108.03565,38.80883,,False,False,True,True,False,False,False,False,False,,,0.7,,,,,,,,,,,,257.67,,150.82,,,,40.0,156.5,31.5,0.52,,,,,,,,,,,,,,,,,,,,,,,,
1200,Lao,J071215.0+331747,108.06286,33.29608,0.55047,False,False,True,True,False,False,False,False,False,25.92,,0.72,,,,,DESI J071215.09+331745.9,,,,,,p,72.7,,42.08,,,317.0,48.0,164.0,32.6,,,,,,,,,,,,,,,CFSFDP J071215.1+331746,0.5623,p,2157.0,0.0,0.0,0.683,34.4,1.55,12.0,
1201,Lao,J071220.5+442415,108.08581,44.4043,,False,False,False,True,False,False,False,False,False,,,0.63,,,,,,,,,,,,39.95,,24.8,,,,32.0,112.9,22.6,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Lao,J071352.1+404325,108.47083,40.71987,0.3803,False,False,True,False,True,False,False,False,False,25.18,,0.85,,,,,DESI J071353.00+404311.5,,,,,,p,29.41,,15.35,,,242.0,45.0,76.4,15.4,1.79,,,,,,,,,,,,,,WHL J071353.0+404312,0.4183,p,1670.0,0.0,0.0,0.827,53.22,2.37,26.0,
1204,Lao,J071355.3+344945,108.48077,34.82937,,False,False,False,True,False,False,False,False,False,,,0.66,,,,,,,,,,,,32.02,,19.33,,,,33.0,167.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Lao,J071405.4+510011,108.51851,51.0012,0.23894,False,False,False,True,False,False,False,False,False,25.15,,0.71,,,,,DESI J071404.44+510004.3,g,,,,,p,81.19,,47.21,,,211.0,54.0,128.4,32.3,,,,,,,,,,,,,,,CFSFDP J071404.4+510004,0.2568,p,1071.0,0.0,0.0,0.661,25.96,1.18,14.0,
1206,Lao,J071423.2+401611,108.60256,40.26771,0.37303,False,True,False,False,True,False,False,False,False,26.04,,1.01,,,,,DESI J071424.61+401603.7,j,,,,,p,213.2,,98.59,,,308.0,58.0,75.6,22.7,1.89,,,,,,,,,,,,,,CFSFDP J071424.6+401604,0.373,p,1507.0,0.0,0.0,0.749,38.47,1.73,23.0,
1207,Sasmal,J071449.3+363449,108.7055417,36.5805,,False,False,True,False,True,False,False,False,False,,,-0.64,,,,,,,,,EE,,,144.0,,,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Lao,J071529.2+512916,108.8695,51.48859,0.50498,False,True,False,True,False,False,False,False,False,25.27,,0.42,,,,,DESI J071528.68+512918.9,,,,,,p,22.72,,16.46,,,259.0,41.0,145.1,41.3,,,,,,,,,,,,,,,WHY18 J071538.6+512959,0.2489,p,1040.0,100.0,404.0,0.871,47.74,2.13,24.0,
1211,Lao,J071548.6+564935,108.95079,56.8259,0.34957,False,False,True,True,False,False,False,False,False,24.99,,0.57,,,,,DESI J071548.19+564933.2,,,,,,p,25.25,,16.34,,,122.0,24.0,141.3,38.8,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Lao,J071615.7+325753,109.06369,32.96389,0.57068,False,True,False,True,False,False,False,False,False,25.11,,0.65,,,,,DESI J071615.29+325750.0,,,,,,p,10.82,,6.6,,,141.0,21.0,107.8,32.9,,,,,,,,,,,,,,,CFSFDP J071613.4+325803,0.623,p,2350.0,27.0,190.0,0.827,64.01,2.83,25.0,
1213,Lao,J071636.9+483329,109.15373,48.55815,,False,False,False,True,False,False,False,False,False,,,0.63,,,,,,,,,,,,16.18,,10.0,,,,52.0,167.3,87.1,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Lao,J071644.8+361136,109.18684,36.19343,,False,False,True,False,True,False,False,False,False,,,0.8,,,,,,,,,,,,28.39,,15.38,,,,28.0,85.2,9.3,1.93,,,,,,,,,,,,,,,,,,,,,,,,
1215,Lao+Sasmal,J071727.3+440504,109.36107,44.08398,0.0652,False,False,True,True,False,False,False,False,False,24.39,,0.86,,,,,2MASX J07172666+4405020,,,,EE,,s,226.27,,117.14,770.0,,70.0,54.0,153.2,65.9,,,,,,,,,,,,,,,WHY18 J071726.7+440503,0.0652,s,286.0,0.0,0.0,0.893,45.95,2.05,48.0,
1216,Lao,J071733.9+374531,109.3981,37.75148,0.5528,False,False,False,True,False,False,False,False,False,26.76,,2.66,,,,,WISEA J071735.54+374505.3,,,,,,s,212.37,,27.87,,,690.0,104.0,110.3,28.3,,,,,,,,,,,,,,,CFSFDP J071724.7+374602,0.5471,p,2108.0,140.0,925.0,1.362,255.63,10.85,140.0,
1217,Lao+Sasmal,J071826.4+482033,109.60753,48.33882,0.41637,False,False,False,False,True,False,False,False,False,25.77,,0.83,,,,,DESI J071825.81+482019.8,f,,,EE,,p,94.19,,50.12,,,244.0,43.0,81.6,15.2,,,,,,,,,,,,,,,CFSFDP J071825.8+482020,0.428,p,1704.0,0.0,0.0,0.593,23.76,1.08,13.0,
1218,Lao,J071828.2+391514,109.61789,39.25394,,False,False,True,True,False,False,False,False,False,,,0.49,,,,,,,,,,,,10.09,,6.92,,,,39.0,163.1,36.5,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Lao,J071828.3+432211,109.62019,43.37008,0.11226,False,True,False,True,False,False,False,False,False,23.92,,0.95,,,,,DESI J071828.85+432212.3,,,,,,p,23.95,,11.63,,,57.0,27.0,121.9,17.4,,,,,,,,,,,,,,,WHY18 J071829.5+432449,0.1026,p,445.0,157.0,307.0,0.768,28.54,1.29,31.0,
1220,Lao,J071902.7+375429,109.76145,37.90804,,False,False,True,False,True,False,False,False,False,,,1.07,,,,,,,,,,,,20.47,,9.07,,,,18.0,81.2,8.2,2.01,,,,,,,,,,,,,,,,,,,,,,,,
1221,Lao,J071904.1+465739,109.76573,46.96142,0.65564,False,True,False,True,False,False,False,False,False,25.9,,1.45,,,,,DESI J071903.78+465741.1,,,,,,p,32.02,,10.59,,,208.0,29.0,145.4,28.5,,,,,,,,,,,,,,,CFSFDP J071903.8+465741,0.6451,p,2418.0,0.0,0.0,0.814,62.7,2.78,24.0,
1222,Lao,J071929.7+423201,109.8738,42.53275,1.27371,False,True,False,True,False,False,False,False,False,26.54,,0.55,,,,,DESI J071929.71+423157.9,,,,,,p,49.38,,32.47,,,231.0,27.0,125.7,16.4,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Lao+Sasmal,J071936.6+551940,109.90248,55.32785,,False,False,True,True,False,False,False,False,False,,,1.06,,,,,,f,,1,EE,,,64.45,,28.83,425.0,,,45.0,153.4,60.8,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Lao,J071937.4+552618,109.90782,55.43514,0.06562,False,True,False,True,False,False,False,False,False,24.57,,1.16,,,,,2MASX J07193787+5526064,,,,,,s,329.88,,135.95,,,86.0,66.0,113.6,33.7,,,,,,,,,,,,,,,Y21 J071937.9+552606,0.0656,s,287.0,0.0,0.0,0.722,18.1,0.83,12.0,
