idx,radioname,ra,dec,Label
S0217,J125013.31+113308.0,12 50 13.31,+11 33 08.0,wat
S0221,J125622.78+012516.0,12 56 22.78,+01 25 16.0,wat
S0223,J130058.31+291634.2,13 00 58.31,+29 16 34.2,wat
S0226,J130607.11+333813.5,13 06 07.11,+33 38 13.5,wat
S0227,J130630.4-053926.2,13 06 30.4,-05 39 26.2,wat
S0228,J130743.70+565103.3,13 07 43.70,+56 51 03.3,wat
S0229,J131517.25+061257.3,13 15 17.25,+06 12 57.3,wat
S0230,J131952.38+544308.6,13 19 52.38,+54 43 08.6,wat
S0231,J132031.33-034105.6,13 20 31.33,-03 41 05.6,wat
S0233,J132757.47+000747.4,13 27 57.47,+00 07 47.4,wat
S0234,J132923.93-051115.2,13 29 23.93,-05 11 15.2,wat
S0235,J133325.85+094431.9,13 33 25.85,+09 44 31.9,wat
S0236,J133335.23+542743.5,13 33 35.23,+54 27 43.5,wat
S0239,J133902.73-072643.4,13 39 02.73,-07 26 43.4,wat
S0240,J134048.19+543949.4,13 40 48.19,+54 39 49.4,wat
S0241,J134121.03-011614.3,13 41 21.03,-01 16 14.3,wat
S0242,J134503.06+611031.6,13 45 03.06,+61 10 31.6,wat
S0244,J134522.29-045149.8,13 45 22.29,-04 51 49.8,wat
S0245,J134546.01+533248.9,13 45 46.01,+53 32 48.9,wat
S0246,J134554.08+365503.1,13 45 54.08,+36 55 03.1,wat
S0247,J135120.54-054850.4,13 51 20.54,-05 48 50.4,wat
S0248,J135144.72+071217.0,13 51 44.72,+07 12 17.0,wat
S0249,J135330.31-073216.7,13 53 30.31,-07 32 16.7,wat
S0250,J135442.27+052856.1,13 54 42.27,+05 28 56.1,wat
S0251,J135905.03+280809.9,13 59 05.03,+28 08 09.9,wat
S0254,J140123.41+074040.1,14 01 23.41,+07 40 40.1,wat
S0255,J140148.60+283317.9,14 01 48.60,+28 33 17.9,wat
S0256,J140605.67+021153.9,14 06 05.67,+02 11 53.9,wat
S0257,J140806.63+454054.6,14 08 06.63,+45 40 54.6,wat
S0258,J140853.71+051124.6,14 08 53.71,+05 11 24.6,wat
S0261,J141110.93+453518.1,14 11 10.93,+45 35 18.1,wat
S0262,J141129.33+104859.1,14 11 29.33,+10 48 59.1,wat
S0264,J141209.48+025751.8,14 12 09.48,+02 57 51.8,wat
S0265,J141251.75+015351.4,14 12 51.75,+01 53 51.4,wat
S0266,J141253.65+215743.9,14 12 53.65,+21 57 43.9,wat
S0267,J141538.85+232650.7,14 15 38.85,+23 26 50.7,wat
S0269,J141752.89+011442.7,14 17 52.89,+01 14 42.7,wat
S0270,J141940.16+465729.9,14 19 40.16,+46 57 29.9,wat
S0271,J142031.37-062243.4,14 20 31.37,-06 22 43.4,wat
S0277,J142919.16+233616.7,14 29 19.16,+23 36 16.7,wat
S0278,J143320.47+191329.0,14 33 20.47,+19 13 29.0,wat
S0279,J143528.46+550752.1,14 35 28.46,+55 07 52.1,wat
S0280,J143807.58+092611.7,14 38 07.58,+09 26 11.7,wat
S0281,J143840.48+475356.8,14 38 40.48,+47 53 56.8,wat
S0284,J144457.45-031151.3,14 44 57.45,-03 11 51.3,wat
S0285,J144512.73+295136.9,14 45 12.73,+29 51 36.9,wat
S0286,J144538.45+635733.8,14 45 38.45,+63 57 33.8,wat
S0287,J144633.83+140211.9,14 46 33.83,+14 02 11.9,wat
S0288,J144838.85+594452.0,14 48 38.85,+59 44 52.0,wat
S0290,J145022.52+272820.5,14 50 22.52,+27 28 20.5,wat
S0292,J145230.11+063645.0,14 52 30.11,+06 36 45.0,wat
S0293,J145722.66+023256.4,14 57 22.66,+02 32 56.4,wat
S0294,J145755.85+314057.1,14 57 55.85,+31 40 57.1,wat
S0295,J145900.23+275400.8,14 59 00.23,+27 54 00.8,wat
S0298,J151056.07+054441.7,15 10 56.07,+05 44 41.7,wat
S0299,J151125.92+363336.0,15 11 25.92,+36 33 36.0,wat
S0300,J151218.26+365418.8,15 12 18.26,+36 54 18.8,wat
S0303,J152001.08+232905.2,15 20 01.08,+23 29 05.2,wat
S0304,J152125.02+510403.1,15 21 25.02,+51 04 03.1,wat
S0305,J152126.98+315733.3,15 21 26.98,+31 57 33.3,wat
S0306,J152443.44+132121.3,15 24 43.44,+13 21 21.3,wat
S0307,J152818.54+071409.3,15 28 18.54,+07 14 09.3,wat
S0309,J153201.76+465852.8,15 32 01.76,+46 58 52.8,wat
S0311,J153346.37+570011.9,15 33 46.37,+57 00 11.9,wat
S0314,J153752.75+405130.6,15 37 52.75,+40 51 30.6,wat
S0316,J153923.41-054442.9,15 39 23.41,-05 44 42.9,wat
S0317,J153959.25-021510.2,15 39 59.25,-02 15 10.2,wat
S0318,J154548.80-024938.6,15 45 48.80,-02 49 38.6,wat
S0321,J155140.33+060916.7,15 51 40.33,+06 09 16.7,wat
S0322,J155451.41+581909.5,15 54 51.41,+58 19 09.5,wat
S0326,J161653.17+092635.7,16 16 53.17,+09 26 35.7,wat
S0329,J162512.80+481303.4,16 25 12.80,+48 13 03.4,wat
S0330,J162523.87+445623.4,16 25 23.87,+44 56 23.4,wat
S0332,J163110.28+053150.3,16 31 10.28,+05 31 50.3,wat
S0333,J163351.11+171054.5,16 33 51.11,+17 10 54.5,wat
S0334,J163516.22+430955.9,16 35 16.22,+43 09 55.9,wat
S0335,J163517.08+202048.5,16 35 17.08,+20 20 48.5,wat
S0336,J164108.91+100442.3,16 41 08.91,+10 04 42.3,wat
S0338,J164522.51+584255.8,16 45 22.51,+58 42 55.8,wat
S0339,J165007.71+320209.0,16 50 07.71,+32 02 09.0,wat
S0340,J165125.35+350036.2,16 51 25.35,+35 00 36.2,wat
S0341,J165518.47+521723.8,16 55 18.47,+52 17 23.8,wat
S0342,J165747.88+274609.5,16 57 47.88,+27 46 09.5,wat
S0344,J170137.10+495914.6,17 01 37.10,+49 59 14.6,wat
S0345,J170526.41+510935.4,17 05 26.41,+51 09 35.4,wat
S0346,J170851.55+472335.5,17 08 51.55,+47 23 35.5,wat
S0348,J171936.39+354706.98,17 19 36.39,+35 47 06.98,wat
S0349,J172351.91+475732.7,17 23 51.91,+47 57 32.7,wat
S0355,J213819.97-054544.2,21 38 19.97,-05 45 44.2,wat
S0359,J214711.37+121515.8,21 47 11.37,+12 15 15.8,wat
S0360,J214801.28-082527.5,21 48 01.28,-08 25 27.5,wat
S0363,J220139.25-045136.9,22 01 39.25,-04 51 36.9,wat
S0365,J220730.82-010246.1,22 07 30.82,-01 02 46.1,wat
S0368,J221444.07-044733.6,22 14 44.07,-04 47 33.6,wat
S0369,J221549.46-075739.9,22 15 49.46,-07 57 39.9,wat
S0370,J221807.20+023033.2,22 18 07.20,+02 30 33.2,wat
S0371,J222116.81-074742.6,22 21 16.81,-07 47 42.6,wat
S0372,J224812.59+005252.8,22 48 12.59,+00 52 52.8,wat
S0373,J225047.02-014117.2,22 50 47.02,-01 41 17.2,wat
S0374,J230135.06+003713.1,23 01 35.06,+00 37 13.1,wat
S0376,J231212.16-091928.6,23 12 12.16,-09 19 28.6,wat
S0377,J231527.84-030005.1,23 15 27.84,-03 00 05.1,wat
S0378,J231919.27-073734.5,23 19 19.27,-07 37 34.5,wat
S0379,J232854.12+003848.8,23 28 54.12,+00 38 48.8,wat
S0380,J233455.59-075914.4,23 34 55.59,-07 59 14.4,wat
S0381,J233734.47-090015.4,23 37 34.47,-09 00 15.4,wat
S0384,J235636.26+011929.1,23 56 36.26,+01 19 29.1,wat
